Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,UNSD Geographical Grouping,Source Quality
Sub-Saharan Africa,17-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,1,Vehicle Accident,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-6.249892000000, 13.427836000000",NULL,Western Africa,2
US-Mexico Border,17-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Unknown,"Ranch southwest of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart,"26.985855502773, -98.197718050630",Central America to US,Northern America,1
Sub-Saharan Africa,17-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Sickness and lack of access to medicines,"Unspecified location in the Sahara desert in Chad, on the border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.008391000000, 16.720115000000",NULL,NULL,2
Sub-Saharan Africa,17-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.306153000000, 11.158826000000",NULL,Western Africa,2
North Africa,16-Jul-19,2019,Jul,2,NULL,2,NULL,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.787960000000, 5.527180000000",NULL,Northern Africa,2
US-Mexico Border,16-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"RÃ­o Bravo, near International Bridge 1, Eagle Pass, Maverick County, Texas, USA",ZÃ³calo,"28.705314967217, -100.511613685030",Central America to US,Northern America,1
Sub-Saharan Africa,16-Jul-19,2019,Jul,2,NULL,2,NULL,NULL,2,NULL,Vehicle Accident,"Banfora, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.759634000000, 10.638253000000",NULL,Western Africa,2
Sub-Saharan Africa,16-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,"Sickness and lack of access to medicines, Starvation, Dehydration","Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.973140000000, 7.989740000000",NULL,Western Africa,2
Sub-Saharan Africa,16-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Seytenga, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"0.217793000000, 14.383577000000",NULL,Western Africa,2
Sub-Saharan Africa,16-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,"Sickness and lack of access to medicines, Suffocation","Zinguichor, Senegal",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-16.263798000000, 12.562665000000",NULL,Western Africa,2
Mediterranean,16-Jul-19,2019,Jul,1,NULL,1,73,1,NULL,NULL,Drowning,"Unspecified location in the Alboran Sea, between Morocco and Spain","Caminando Fronteras, Alarm Phone","36.196379448452, -2.452770359719",Western Mediterranean,Uncategorized,4
US-Mexico Border,16-Jul-19,2019,Jul,2,NULL,2,NULL,NULL,2,NULL,Drowning,"RÃ­o Bravo near La Amistad Dam, Ciudad AcuÃ±a, Coahuila, Mexico","ZÃ³calo, Noticias del Sol de la Laguna, El Universal","29.447929724258, -101.059931246190",Central America to US,Central America,3
US-Mexico Border,15-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.797256200000, -111.813408800000",Central America to US,Northern America,5
US-Mexico Border,15-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,Northern America,5
Sub-Saharan Africa,15-Jul-19,2019,Jul,2,NULL,2,NULL,1,1,NULL,Vehicle Accident,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.306153000000, 11.158826000000",NULL,Western Africa,2
US-Mexico Border,15-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Unknown,"Ranch southwest of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.975792985096, -98.187075045258",Central America to US,Northern America,1
Sub-Saharan Africa,15-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Unknown,"Niamey, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"2.123324000000, 13.508763000000",NULL,Western Africa,2
Horn of Africa,14-Jul-19,2019,Jul,2,NULL,2,NULL,NULL,2,NULL,"Sickness and lack of access to medicines, Dehydration","Dikhil, Djibouti",Mixed Migration Monitoring Mechanism Initiative (4Mi),"11.103113000000, 42.368422000000",NULL,Eastern Africa,2
Sub-Saharan Africa,14-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,1,Unknown,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.351666000000, 24.134496000000",NULL,Northern Africa,2
Sub-Saharan Africa,14-Jul-19,2019,Jul,7,NULL,7,NULL,NULL,2,1,"Suffocation, Drowning","Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.184645000000, 32.887622000000",NULL,Northern Africa,2
US-Mexico Border,14-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"RÃ­o Bravo, near Brownsville, Cameron County, Texas, USA","El Sol de Tampico, Hoy Tamaulipas","25.900962109470, -97.525633099634",Central America to US,Northern America,3
Sub-Saharan Africa,14-Jul-19,2019,Jul,3,NULL,3,NULL,NULL,3,NULL,"Harsh weather/lack of adequate shelter, Suffocation","Garin Kouka, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.959020000000, 3.512500000000",NULL,Western Africa,2
Sub-Saharan Africa,14-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.521050000000, 12.368721000000",NULL,Western Africa,2
South Asia,14-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Sexual abuse,"Off the coast of Bangladesh, en route to Kedeh, Malaysia",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.155015000000, 91.824865000000",NULL,Uncategorized,2
Horn of Africa,14-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Along the coast of Lahj governorate, Yemen",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.519978000000, 44.065797000000",NULL,Western Asia,2
Sub-Saharan Africa,14-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,1,Vehicle Accident,Unspecified location in the Central African Republic,Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.524866000000, 9.987734000000",NULL,NULL,2
Horn of Africa,14-Jul-19,2019,Jul,4,NULL,4,NULL,NULL,4,NULL,"Starvation, Dehydration, Harsh weather/lack of adequate shelter","Along rural road in Tadjoura, Djibouti",Mixed Migration Monitoring Mechanism Initiative (4Mi),"11.790683000000, 42.883085000000",NULL,Eastern Africa,2
Sub-Saharan Africa,14-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Sickness and lack of access to medicines,"Boni, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-2.219410000000, 15.076764000000",NULL,Western Africa,2
US-Mexico Border,14-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown,"Ranch west of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.208588228963, -98.238623336893",Central America to US,Northern America,1
US-Mexico Border,13-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,Northern America,5
North Africa,13-Jul-19,2019,Jul,3,NULL,3,NULL,2,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.764020000000, 14.035110000000",NULL,Northern Africa,2
North Africa,13-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,NULL,1,"Sickness and lack of access to medicines, Starvation, Dehydration","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",NULL,Northern Africa,2
Southeast Asia,13-Jul-19,2019,Jul,3,NULL,3,NULL,1,1,NULL,Vehicle Accident,"Off the coast of Pattani Province, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"6.854375000000, 101.586254000000",NULL,Uncategorized,2
Sub-Saharan Africa,13-Jul-19,2019,Jul,2,NULL,2,NULL,NULL,2,NULL,Sickness and lack of access to medicines,"Garin Kouka, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.959020000000, 3.512500000000",NULL,Western Africa,2
Sub-Saharan Africa,12-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Sickness and lack of access to medicines,"Unspecified location, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.336692000000, 13.581610000000",NULL,Western Africa,2
US-Mexico Border,12-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Canal AnzaldÃºas, Reynosa, Tamaulipas, Mexico","El MaÃ±ana, El Sol de Tampico","26.136829136280, -98.337529265875",Central America to US,Central America,3
Sub-Saharan Africa,12-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Sickness and lack of access to medicines,"Koupela, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.351305000000, 12.179216000000",NULL,Western Africa,2
US-Mexico Border,12-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,Northern America,5
US-Mexico Border,12-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.331803200000, -112.524509300000",Central America to US,Northern America,5
Southeast Asia,12-Jul-19,2019,Jul,3,NULL,3,NULL,2,1,2,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Bangkok, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.772583000000, 100.452147000000",NULL,NULL,2
North Africa,12-Jul-19,2019,Jul,2,NULL,2,NULL,2,NULL,NULL,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.492777000000, 16.534439000000",NULL,Northern Africa,2
US-Mexico Border,11-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Unknown,"Ranch northeast of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.067851841443, -98.073091890962",Central America to US,Northern America,1
Sub-Saharan Africa,11-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Excessive Physical Abuse,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-11.444687000000, 14.435103000000",NULL,Western Africa,2
Central America,11-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Hit by train,"Train tracks near Las Huiberas, Cosoleacaque, Veracruz, Mexico","Imagen del Golfo, Qhubochano","18.023219672270, -94.641773520189",NULL,Central America,3
Sub-Saharan Africa,11-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Sexual abuse,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-11.444687000000, 14.435103000000",NULL,Western Africa,2
Sub-Saharan Africa,11-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,NULL,"Douala, Cameroon",Mixed Migration Monitoring Mechanism Initiative (4Mi),"9.766009000000, 4.048575000000",NULL,NULL,2
North Africa,10-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Sickness and lack of access to medicines,"Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.492777000000, 16.534439000000",NULL,Northern Africa,2
Sub-Saharan Africa,10-Jul-19,2019,Jul,2,NULL,2,NULL,NULL,2,NULL,NULL,"Boulmontangou village near Kantchari, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"1.525573000000, 12.472407000000",NULL,Western Africa,2
Sub-Saharan Africa,10-Jul-19,2019,Jul,3,NULL,3,NULL,1,1,1,Vehicle Accident,"San, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.898504000000, 13.293781000000",NULL,Western Africa,2
Sub-Saharan Africa,10-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,1,Vehicle Accident,"San, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.898504000000, 13.293781000000",NULL,Western Africa,2
US-Mexico Border,9-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown,"Near Mercado Zaragoza, Piedras Negras, Coahuila, Mexico",ZÃ³calo,"28.700944700000, -100.514561000000",Central America to US,Central America,1
Sub-Saharan Africa,9-Jul-19,2019,Jul,2,NULL,2,NULL,NULL,2,NULL,Exposure,"Janet, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.804994000000, 13.510365000000",NULL,Western Africa,2
Sub-Saharan Africa,9-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.973140000000, 7.989740000000",NULL,Western Africa,2
Sub-Saharan Africa,9-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Excessive Physical Abuse,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.973140000000, 7.989740000000",NULL,Western Africa,2
North Africa,9-Jul-19,2019,Jul,2,NULL,2,NULL,NULL,2,NULL,Sickness and lack of access to medicines,"Qatrun, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.934383000000, 14.633161000000",NULL,Northern Africa,2
Caribbean,8-Jul-19,2019,Jul,8,NULL,8,8,3,5,NULL,Vehicle Accident,"Van fell into irrigation canal near Barrero Adentro, Navarrete, Dominican Republic","Listin Diario, EFE, Noticias Sin	","19.559433200000, -70.869348600000",NULL,Caribbean,3
US-Mexico Border,8-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Drowning,"Morelos Dam, Vicente Guerrero, Mexicali, Baja California, Mexico","Uni Mexicali, El Imparcial, Radio Patr","32.705302900000, -114.728829800000",Central America to US,Central America,3
Sub-Saharan Africa,8-Jul-19,2019,Jul,4,NULL,4,NULL,NULL,4,NULL,Excessive Physical Abuse,"Gao, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.028555000000, 16.261959000000",NULL,Western Africa,2
Sub-Saharan Africa,8-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,Sickness and lack of access to medicines,"Fada-Ngourma, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"0.363461000000, 12.058941000000",NULL,Western Africa,2
South America,8-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Presumed vehicle accident,"Near Pan-American Highwaay, La Legua, Piura, Peru","Diario Peru	","-5.227319800000, -80.655000100000",NULL,South America,3
Sub-Saharan Africa,7-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,1,Vehicle Accident,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-7.995856000000, 12.617282000000",NULL,Western Africa,2
North Africa,7-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,NULL,"Unspecified location in Egypt, near border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"24.484576000000, 25.139459000000",NULL,Northern Africa,2
Southeast Asia,7-Jul-19,2019,Jul,2,NULL,2,NULL,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Excessive Physical Abuse","In the forest, Pattani Province, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi),"6.659811000000, 101.430118000000",NULL,South-eastern Asia,2
Sub-Saharan Africa,7-Jul-19,2019,Jul,2,NULL,2,NULL,NULL,2,NULL,Vehicle Accident,"Janet, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.804994000000, 13.510365000000",NULL,Western Africa,2
North Africa,7-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,NULL,"Sickness and lack of access to medicines, Starvation, Dehydration","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"31.764020000000, 14.035110000000",NULL,Northern Africa,2
US-Mexico Border,7-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,NULL,NULL,Unknown (mummified remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.654940500000, -112.088417200000",Central America to US,Northern America,5
US-Mexico Border,7-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Dehydration,"Ranch located on U.S. Highway 285 west of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.253449766985, -98.254332890286",Central America to US,Northern America,1
Sub-Saharan Africa,7-Jul-19,2019,Jul,1,NULL,1,NULL,1,NULL,1,Unknown,"Koupela, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.351305000000, 12.179216000000",NULL,Western Africa,2
US-Mexico Border,7-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Probable hypothermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,Northern America,5
Europe,6-Jul-19,2019,Jul,1,NULL,1,7,NULL,1,NULL,Fell from truck,"A29 motorway, near the Hellegatsplein junction, The Netherlands ","Calais Migrant Solidarity, NOS, Hart van Nederland","51.708842167962, 4.396572521430",NULL,Western Europe,4
US-Mexico Border,6-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,Northern America,5
Sub-Saharan Africa,6-Jul-19,2019,Jul,3,NULL,3,NULL,1,1,1,Vehicle Accident,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-6.249892000000, 13.427836000000",NULL,Western Africa,2
South Asia,6-Jul-19,2019,Jul,3,NULL,3,NULL,2,1,NULL,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter","Dhaka Division, Bangladesh",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.727633000000, 90.474951000000",NULL,Southern Asia,2
Europe,6-Jul-19,2019,Jul,1,NULL,1,2,NULL,1,NULL,Drowning,"Off the coast of Malo-les-Bains, near Dunkerque, Grand-Synthe, France","Calais Migrant Solidarity, La Voix du Nord","51.051900837879, 2.399199796303",NULL,Western Europe,4
US-Mexico Border,6-Jul-19,2019,Jul,1,NULL,1,NULL,NULL,1,NULL,undefined,"Near El Centro, Imperial County, California, USA",San Diego Office of the Medical Examiner,"32.662812601523, -115.614549813090",NULL,Northern America,5
Sub-Saharan Africa,6-Jul-19,2019,Jul,2,NULL,2,NULL,NULL,2,NULL,Vehicle Accident,"Sikasso, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-5.691763000000, 11.316677000000",NULL,Western Africa,2
Central America,6-Jul-19,2019,Jul,1,NULL,1,4,NULL,1,NULL,"Tortured, Murdered","Body recovered near local road Yecapixtla-Cruz de Lima, in Ocuituco, Morelos, Mexico","Movimiento Migrante Mesoamericano, Proceso","18.877658400000, -98.773932400000",NULL,Northern America,4
Sub-Saharan Africa,6-Jul-19,2019,Jul,2,NULL,2,NULL,1,1,NULL,"Dehydration, Suffocation","Garin Kouka, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.959020000000, 3.512500000000",NULL,Western Africa,2
Central America,6-Jul-19,2019,Jul,1,NULL,1,9,1,NULL,NULL,Vehicle Accident,"Federal highway 180 near Alvarado, Veracruz, Mexico","El Imparcial, Telediario","18.769659288645, -95.744834624192",NULL,Central America,3
